,key_update,key_update,key_update,key_update,key_update,key_update,key_update,key_update
Via Cesare Correnti 13 Milan City Center 20123 Milan Italy,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Via Cimarosa 6 Fiera Milano City 20144 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,none
Via Clerici 11 Milan City Center 20121 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Via Cusani 13 Milan City Center 20121 Milan Italy,none,none,none,suite,double_room,stayed_more_than_a_week,group_trip,none
Via De Amicis 32 Milan City Center 20123 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Via Dei Fontanili 26 Ripamonti Corvetto 20141 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Via Domenico Scarlatti 24 Central Station 20124 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,none
Via Domenico Scarlatti 32 Central Station 20124 Milan Italy,none,none,none,none,single_room,stayed_more_than_a_week,business_trip,none
Via Domodossola 16 Fiera Milano City 20145 Milan Italy,none,none,none,none,superior_room,stayed_less_than_a_week,business_trip,none
Via Fabio Filzi 25 B Central Station 20124 Milan Italy,none,none,none,suite,more_than_one_room,stayed_more_than_a_week,family_trip,none
Via Fabio Filzi 3 Central Station 20124 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Via Fatebenefratelli 21 Milan City Center 20121 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Via Felice Casati 18 Central Station 20124 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Via Feltre 19 B Citt Studi 20132 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,solo,none
Via Forcella 6 Navigli 20144 Milan Italy,none,none,none,suite,more_than_one_room,stayed_less_than_a_week,family_trip,none
Via G Arimondi 12 Sempione 20155 Milan Italy,none,none,none,none,queen_room,stayed_less_than_a_week,group_trip,none
Via G B Pirelli 7 Central Station 20124 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Via G Silva 12 Fiera Milano City 20149 Milan Italy,none,none,none,none,single_room,stayed_more_than_a_week,family_trip,none
Via Gaetano Airaghi 125 20153 Milan Italy,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Via Galileo Galilei 2 Central Station 20124 Milan Italy,none,none,none,suite,twin_room,stayed_more_than_a_week,group_trip,none
Via Gerolamo Cardano 1 Central Station 20124 Milan Italy,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,none
Via Ges 6 8 Milan City Center 20121 Milan Italy,none,none,none,suite,king_room,stayed_less_than_a_week,family_trip,none
Via Giacomo Watt 13 Famagosta 20143 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Via Gian Battista Pirelli 20 Central Station 20124 Milan Italy,none,none,none,suite,twin_room,stayed_more_than_a_week,family_trip,none
Via Giorgio Stephenson 55 20157 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Via Giovanni Battista Fauch Sempione 20154 Milan Italy,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Via Giovanni Nicotera 9 Niguarda 20161 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Via Hoepli 6 Milan City Center 20121 Milan Italy,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Via L Muratori 14 Porta Romana 20135 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Via La Spezia 25 Famagosta 20142 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Via Laietana 17 Ciutat Vella 08003 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Via Laietana 30 Ciutat Vella 08003 Barcelona Spain,none,none,none,suite,king_room,stayed_less_than_a_week,family_trip,none
Via Laietana 42 Ciutat Vella 08003 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Via Laietana 49 Ciutat Vella 08003 Barcelona Spain,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Via Layetana 3 Ciutat Vella 08003 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Via Lazzaretto 5 Central Station 20124 Milan Italy,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Via Lazzaro Palazzi 18 Central Station 20124 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Via Lentasio 3 Milan City Center 20122 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Via Lodovico Il Moro 117 Navigli 20143 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,business_trip,none
Via Lorenteggio 278 Lorenteggio 20152 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Via Lucio Giunio Columella 36 Distretto Viale Monza 20128 Milan Italy,none,accessibility,none,none,king_room,stayed_less_than_a_week,family_trip,none
Via Ludovico Di Breme 77 Certosa 20156 Milan Italy,none,none,none,none,king_room,stayed_less_than_a_week,family_trip,none
Via Luigi Galvani 12 Central Station 20124 Milan Italy,lounge_access,none,none,none,king_room,stayed_more_than_a_week,family_trip,none
Via M Buonarroti 13 Fiera Milano City 20149 Milan Italy,none,none,none,none,twin_room,stayed_less_than_a_week,family_trip,none
Via Mac Mahon 45 Sempione 20155 Milan Italy,spa_access,none,none,none,king_room,stayed_less_than_a_week,family_trip,none
Via Manin 7 Milan City Center 20121 Milan Italy,none,none,none,suite,double_room,stayed_more_than_a_week,group_trip,park_view
Via Manzoni 29 Milan City Center 20121 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Via Manzoni 31 Milan City Center 20121 Milan Italy,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Via Masaccio 19 Fiera Milano City 20149 Milan Italy,lounge_access,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Via Mauro Macchi 1 Central Station 20124 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Via Mazzini 4 Milan City Center 20123 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,none
Via Mecenate 121 20138 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Via Medici 3 Milan City Center 20123 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Via Melchiorre Gioia 6 Garibaldi Station 20124 Milan Italy,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,none
Via Melchiorre Gioia 73 Central Station 20124 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Via Messina 10 Sempione 20154 Milan Italy,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,none
Via Molino Delle Armi 1 Angolo Corso Italia Milan City Center 20123 Milan Italy,none,none,none,suite,double_room,stayed_more_than_a_week,group_trip,none
Via Monte Rosa 90 Fiera Milano City 20149 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Via Morigi 2 Milan City Center 20123 Milan Italy,none,none,none,none,single_room,stayed_less_than_a_week,group_trip,none
Via Murat 21 Niguarda 20159 Milan Italy,none,none,none,studio,double_room,stayed_less_than_a_week,business_trip,none
Via Napo Torriani 18 Central Station 20124 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Via Napo Torriani 24 Central Station 20124 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Via Ozanam 12 Citt Studi 20129 Milan Italy,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Via Palmanova 153 20132 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,couple,none
Via Panfilo Castaldi 7 Central Station 20124 Milan Italy,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,none
Via Pietro Calvi 32 P Vittoria 20129 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Via Pietro Gaggia 3 Ripamonti Corvetto 20139 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Via Pietro Orseolo 1 Navigli 20144 Milan Italy,none,none,none,none,king_room,stayed_less_than_a_week,family_trip,none
Via Poliziano 11 Sempione 20154 Milan Italy,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,none
Via Privata Fratelli Gabba 7 B Milan City Center 20121 Milan Italy,none,none,none,suite,king_room,stayed_less_than_a_week,family_trip,none
Via Privata Leopoldo Gasparotto 8 Central Station 20124 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Via Privata Polonia 10 20157 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Via Riccardo Lombardi 9 11 20153 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,business_trip,none
Via Roberto Lepetit 15 Central Station 20124 Milan Italy,none,none,none,none,single_room,stayed_less_than_a_week,solo,none
Via Rubens 21 San Siro 20148 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
Via San Raffaele 3 Milan City Center 20121 Milan Italy,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Via San Raffaele 6 Milan City Center 20121 Milan Italy,none,none,none,suite,king_room,stayed_less_than_a_week,group_trip,room_with_view
Via San Tomaso 6 Milan City Center 20121 Milan Italy,none,none,none,suite,balcony_room,stayed_less_than_a_week,family_trip,none
Via San Tomaso 8 b Milan City Center 20121 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Via Santa Marta 4 Milan City Center 20123 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Via Santa Radegonda 14 Milan City Center 20121 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Via Santa Sofia 10 Milan City Center 20122 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,none
Via Santo Spirito 20 Milan City Center 20121 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Via Senato 22 Milan City Center 20121 Milan Italy,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,city_view
Via Senato 5 Milan City Center 20121 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Via Senigallia 6 20161 Milan Italy,none,none,none,suite,double_room,stayed_more_than_a_week,group_trip,none
Via Silvio Pellico 2 Milan City Center 20121 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,room_with_view
Via Silvio Pellico 8 Milan City Center 20121 Milan Italy,none,none,none,suite,balcony_room,stayed_more_than_a_week,family_trip,courtyard_view
Via Spadari 11 Milan City Center 20123 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,city_view
Via Spallanzani 40 Central Station 20129 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Via Stamira D Ancona 27 Distretto Viale Monza 20127 Milan Italy,none,none,none,studio,double_room,stayed_more_than_a_week,family_trip,none
Via Tarchetti 2 Milan City Center 20121 Milan Italy,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Via Tazzoli 2 Garibaldi Station 20154 Milan Italy,none,none,none,none,none,stayed_less_than_a_week,group_trip,city_view
Via Tiziano 6 Fiera Milano City 20145 Milan Italy,none,none,none,none,queen_room,stayed_less_than_a_week,family_trip,park_view
Via Tommaso Grossi 1 Milan City Center 20121 Milan Italy,none,none,none,suite,king_room,stayed_more_than_a_week,group_trip,none
Via Tortona 35 Navigli 20144 Milan Italy,none,none,none,none,double_room,stayed_more_than_a_week,business_trip,none
Via Ugo Bassi 1 A Ang Via C Farini Garibaldi Station 20159 Milan Italy,none,accessibility,none,none,double_room,stayed_less_than_a_week,family_trip,none
Via Varesina 124 Certosa 20156 Milan Italy,private_access,none,none,suite,more_than_one_room,stayed_less_than_a_week,family_trip,none
Via Venezia Giulia 8 20157 Milan Italy,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,none
Via Villapizzone 24 Certosa 20156 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Via Washington 66 Fiera Milano City 20146 Milan Italy,lounge_access,none,none,none,queen_room,stayed_less_than_a_week,family_trip,none
Via dell Orso 7 Milan City Center 20121 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Via della Giustizia 10 D Bicocca Zara 20125 Milan Italy,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Via delle Erbe 1 Milan City Center 20121 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,business_trip,none
Viale Andrea Doria 22 Central Station 20124 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,business_trip,none
Viale Andrea Doria 4 Central Station 20124 Milan Italy,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Viale Bianca Maria 4 Milan City Center 20129 Milan Italy,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Viale Bligny 23 Milan City Center 20136 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Viale Certosa 104 106 Certosa 20156 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Viale Certosa 108 Certosa 20156 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Viale Certosa 68 Certosa 20155 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Viale Fulvio Testi 300 Bicocca Zara 20126 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
Viale Isonzo 14 Porta Romana 20135 Milan Italy,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Viale Isonzo 2 Porta Romana 20135 Milan Italy,spa_access,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
Viale Lombardia 74 76 Citt Studi 20131 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,business_trip,none
Viale Monte Grappa 12 Garibaldi Station 20124 Milan Italy,none,none,none,suite,double_room,stayed_more_than_a_week,business_trip,none
Viale Monza 132 Distretto Viale Monza 20127 Milan Italy,none,none,none,none,twin_room,stayed_more_than_a_week,group_trip,none
Viale Monza 139 Distretto Viale Monza 20125 Milan Italy,none,none,none,studio,double_room,stayed_more_than_a_week,family_trip,none
Viale Murillo 9 Fiera Milano City 20149 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,solo,none
Viale Piave 42 Milan City Center 20129 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,room_with_view
Viale Sarca 336 Bicocca Zara 20125 Milan Italy,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,none
Viale Suzzani 13 Bicocca Zara 20162 Milan Italy,none,none,none,none,double_room,stayed_less_than_a_week,business_trip,none
Viale Tunisia 9 Central Station 20124 Milan Italy,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
Vijzelstraat 4 Amsterdam City Center 1017 HK Amsterdam Netherlands,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,none
Vijzelstraat 49 Amsterdam City Center 1017 HE Amsterdam Netherlands,none,none,none,studio,double_room,stayed_more_than_a_week,family_trip,none
Vilamari 34 36 Eixample 08015 Barcelona Spain,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Vilana 7 Sarri St Gervasi 08017 Barcelona Spain,none,none,none,none,double_room,stayed_less_than_a_week,solo,none
Villarroel 106 Eixample 08011 Barcelona Spain,spa_access,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
Viriotgasse 5 09 Alsergrund 1090 Vienna Austria,none,none,none,none,single_room,stayed_less_than_a_week,business_trip,none
Vondelstraat 18 30 Oud West 1054 GE Amsterdam Netherlands,spa_access,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
